Case Number,APS Filed,Suspicious Activity,Gender,DOB,US Citizen,State,Product
2022-10-03186,No,Producer Misconduct,Female,5/15/1943,Yes,Indiana,Fixed Annuity
2022-10-03186,No,Producer Misconduct,Female,5/11/1958,Yes,Indiana,Fixed Annuity
2022-10-03186,No,Producer Misconduct,Female,9/22/1951,Yes,Indiana,Fixed Annuity
2022-10-03186,No,Producer Misconduct,Male,2/24/1956,Yes,Indiana,Fixed Annuity
2022-10-03186,No,Producer Misconduct,Male,5/2/1954,Yes,Indiana,Fixed Annuity
2022-10-03186,No,Producer Misconduct,Male,2/24/1959,Yes,Indiana,Fixed Annuity
2022-10-03186,No,Producer Misconduct,Male,4/9/1948,Yes,Indiana,Fixed Annuity
2022-10-03186,No,Producer Misconduct,Male,2/25/1957,Yes,Indiana,Fixed Annuity
2022-10-03186,No,Producer Misconduct,Female,2/23/1952,Yes,Indiana,Fixed Annuity
2022-10-03186,No,Producer Misconduct,Female,6/29/1961,Yes,Indiana,Fixed Annuity
2022-10-03186,No,Producer Misconduct,Female,8/19/1957,Yes,Indiana,Fixed Annuity
2022-10-03186,No,Producer Misconduct,Female,4/6/1970,Yes,Indiana,Fixed Annuity
2022-10-03186,No,Producer Misconduct,Male,1/12/1953,Yes,Indiana,Fixed Annuity
2022-10-03186,No,Producer Misconduct,Female,12/28/1960,Yes,Indiana,Fixed Annuity
2022-10-03186,No,Producer Misconduct,Female,2/27/1962,Yes,Indiana,Fixed Annuity
2022-10-03186,No,Producer Misconduct,Male,12/19/1962,Yes,Indiana,Fixed Annuity
2022-10-03186,No,Producer Misconduct,Female,1/24/1952,Yes,Indiana,Fixed Annuity
2022-10-03186,No,Producer Misconduct,Female,4/13/1959,Yes,Indiana,Fixed Annuity
2022-10-03186,No,Producer Misconduct,Male,7/9/1948,Yes,Indiana,Fixed Annuity
2022-10-03186,No,Producer Misconduct,Female,7/22/1950,Yes,Indiana,Fixed Annuity
2022-10-03186,No,Producer Misconduct,Male,9/19/1953,Yes,Indiana,Fixed Annuity
2022-10-03186,No,Producer Misconduct,Male,8/26/1954,Yes,Indiana,Fixed Annuity
2022-10-03186,No,Producer Misconduct,Male,4/1/1958,Yes,Indiana,Fixed Annuity
2022-10-03186,No,Producer Misconduct,Female,12/3/1952,Yes,Indiana,Fixed Annuity
2022-10-03186,No,Producer Misconduct,Male,3/6/1956,Yes,Indiana,Fixed Annuity
2022-10-03186,No,Producer Misconduct,Male,11/6/1957,Yes,Indiana,Fixed Annuity
2022-10-03186,No,Producer Misconduct,Male,2/8/1955,Yes,Indiana,Fixed Annuity
2022-10-03186,No,Producer Misconduct,Male,5/7/1955,Yes,Indiana,Fixed Annuity
2022-10-03186,No,Producer Misconduct,Male,9/20/1954,Yes,Indiana,Fixed Annuity
2022-10-03186,No,Producer Misconduct,Female,2/22/1955,Yes,Indiana,Fixed Annuity
2022-10-03186,No,Producer Misconduct,Female,3/3/1958,Yes,Indiana,Fixed Annuity
2022-10-03186,No,Producer Misconduct,Male,3/17/1950,Yes,Indiana,Fixed Annuity
2022-10-03186,No,Producer Misconduct,Male,10/26/1951,Yes,Indiana,Fixed Annuity
2022-10-03186,No,Producer Misconduct,Male,2/12/1956,Yes,Indiana,Fixed Annuity
2022-10-03186,No,Producer Misconduct,Male,10/21/1955,Yes,Indiana,Fixed Annuity
2022-10-03186,No,Producer Misconduct,Male,3/30/1958,Yes,Indiana,Fixed Annuity
2022-10-03186,No,Producer Misconduct,Male,11/23/1969,Yes,Indiana,Fixed Annuity
2022-10-03186,No,Producer Misconduct,Male,5/21/1955,Yes,Indiana,Fixed Annuity
2022-10-03186,No,Producer Misconduct,Male,12/3/1968,Yes,Indiana,Fixed Annuity
2022-10-03186,No,Producer Misconduct,Male,1/24/1957,Yes,Indiana,Fixed Annuity
2022-10-03186,No,Producer Misconduct,Female,11/8/1960,Yes,Indiana,Fixed Annuity
2022-08-02586,No,Elder Financial Exploitation,Female,6/10/1987,Yes,Maryland,Variable Annuity
2022-08-02586,No,Elder Financial Exploitation,Female,1/30/1951,Yes,Maryland,Variable Annuity
2022-08-02586,No,Elder Financial Exploitation,Male,8/31/1950,Yes,Maryland,Variable Annuity
2022-05-01504,No,Fraudulent Patterns,Male,7/4/1960,Yes,Georgia,Fixed Annuity
2022-07-01998,No,Fraudulent Documents,Male,3/19/1966,Yes,Kentucky,Fixed Annuity
2021-12-03623-1,No,Unusual/unexplained Activity,Male,2/27/1982,Yes,California,Life Insurance
2021-12-03623-1,No,Unusual/unexplained Activity,Female,6/30/1969,Yes,California,Life Insurance
2021-12-03623-1,No,Unusual/unexplained Activity,Female,10/7/1987,Yes,California,Life Insurance
2021-08-02322,No,Unusual/unexplained Activity,Female,6/9/1961,Yes,California,Life Insurance
2022-10-03168,No,Unusual/unexplained Activity,Male,7/7/1961,Yes,California,Variable Annuity
2022-08-02367,No,Elder Financial Exploitation,Female,5/23/1938,Yes,Tennessee,Fixed Annuity
2022-06-01816,No,Suspicious Call,Female,7/30/1961,Yes,Ohio,Fixed Annuity
2021-06-01721,No,Suspicious Call,Female,10/12/1951,Yes,Ohio,Retirement Plan
2022-01-00017,No,Fraudulent Patterns,Female,7/11/1952,Yes,Florida,Variable Annuity
2021-03-00909,No,Suspicious Call,Male,5/9/1923,Yes,California,Retirement Plan
2022-03-00680,No,Elder Financial Exploitation,Female,12/30/1939,Yes,Ohio,Life Insurance
2022-05-01493,No,Unusual/unexplained Activity,Female,5/18/1940,Yes,Montana,Variable Annuity
2022-05-01493,No,Unusual/unexplained Activity,Male,5/26/1971,Yes,Montana,Variable Annuity
2022-03-00867,No,Fraudulent Patterns,Female,4/23/1953,Yes,Illinois,Fixed Annuity
2022-10-02935,No,Unusual/unexplained Activity,Female,1/29/1966,Yes,North Carolina,Life Insurance
2022-10-02935,No,Unusual/unexplained Activity,Female,3/29/1996,Yes,North Carolina,Life Insurance
2022-04-01208,No,Fraudulent Patterns,Female,9/1/1942,Yes,Arizona,Fixed Annuity
2022-04-01208,No,Fraudulent Patterns,Male,12/31/1991,Yes,Arizona,Fixed Annuity
2022-06-01644,No,Unusual/unexplained Activity,Female,7/24/1971,Yes,Maryland,Life Insurance
2022-11-03584,No,Account Takeover,Female,8/19/1967,Yes,Florida,Retirement Plan
2021-02-00436,No,Unusual/unexplained Activity,Male,2/7/1953,Yes,California,Fixed Annuity
2021-02-00436,No,Unusual/unexplained Activity,Female,9/24/1954,Yes,California,Fixed Annuity
2022-12-03750,No,ACH Fraud,Male,1/24/1986,Yes,Kentucky,Fixed Annuity
2022-10-02964,No,Money Laundering,Female,4/15/1980,Yes,Pennsylvania,Retirement Plan
2022-07-02007,No,Money Laundering,Male,11/19/1959,Yes,Nevada,Variable Annuity
2021-10-03132,No,Elder Financial Exploitation,Male,6/24/1976,Yes,Ohio,Retirement Plan
2022-03-00663,No,Identity Theft,Female,10/5/1943,Yes,Louisiana,Fixed Annuity
2021-06-01752,No,Unusual/unexplained Activity,Male,7/2/1966,Yes,Kentucky,Variable Annuity
2022-09-02794,No,Identity Theft,Female,2/15/1936,Yes,Colorado,Fixed Annuity
2022-09-02743,No,Money Laundering,Male,1/31/1960,Yes,New York,Variable Annuity
2021-01-00133,No,Unusual/unexplained Activity,Female,4/9/1979,Yes,Virginia,Life Insurance
2021-11-03386,No,Suspicious Call,Female,4/18/1946,Yes,California,Variable Annuity
2021-12-03565,No,Money Laundering,Female,7/29/1954,Yes,Colorado,Fixed Annuity
2021-12-03565,No,Money Laundering,Female,6/23/1948,Yes,Colorado,Fixed Annuity
2022-12-03704,No,Suspicious Call,Female,2/12/1980,Yes,Louisiana,Fixed Annuity
2022-08-02432,No,Account Takeover,Male,3/28/1955,Yes,Florida,Fixed Annuity
2021-10-03072,No,Unknown Source of Funds,Female,4/13/1981,Yes,California,Life Insurance
2022-10-03103,No,Suspicious Call,Female,9/3/1993,Yes,Maryland,Fixed Annuity
2021-10-02953,No,Fraudulent Patterns,Male,2/23/1944,Yes,Florida,Fixed Annuity
2022-03-00753,No,ACH Fraud,Female,4/14/1976,Yes,Michigan,Retirement Plan
2021-01-00129,No,Unusual/unexplained Activity,Male,4/3/1975,Yes,North Carolina,Life Insurance
2022-06-01687,No,Unusual/unexplained Activity,Male,5/8/1958,Yes,Indiana,Retirement Plan
2022-08-02503,No,Identity Theft,Male,11/3/1950,Yes,California,Fixed Annuity
2021-05-01400,No,Account Takeover,Female,11/7/1953,Yes,New Jersey,Variable Annuity
2021-03-00771,No,Suspicious Call,Male,11/19/1980,Yes,California,Retirement Plan
2021-03-00771,No,Suspicious Call,Female,6/18/1980,Yes,California,Retirement Plan
2021-12-03830,No,Suspicious Call,Male,1/10/1935,Yes,Florida,Variable Annuity
2022-09-02892,No,Fraudulent Patterns,Male,7/1/1953,Yes,California,Fixed Annuity
2022-02-00431,No,ACH Fraud,Male,7/18/1964,Yes,Massachusetts,Retirement Plan
2021-03-00698,No,Unknown Source of Funds,Female,2/11/1972,Yes,Illinois,Variable Annuity
2022-02-00418,No,Suspicious Call,Male,4/3/1975,Yes,Florida,Retirement Plan
2021-08-02427,No,Elder Financial Exploitation,Female,6/9/1961,Yes,Louisiana,Retirement Plan
2021-02-00335,No,Unusual/unexplained Activity,Female,10/1/1956,No,Illinois,Fixed Annuity
2021-02-00335,No,Unusual/unexplained Activity,Female,5/3/1938,No,Illinois,Fixed Annuity
2021-06-01749,No,Elder Financial Exploitation,Female,7/17/1956,Yes,Pennsylvania,Fixed Annuity
2021-10-03024,No,Money Laundering,Female,4/3/1943,Yes,Ohio,Variable Annuity
2022-08-02472,No,ACH Fraud,Female,1/5/1964,Yes,California,Fixed Annuity
2021-10-02950,No,Suspicious Call,Male,12/29/1977,Yes,Michigan,Fixed Annuity
2021-12-03721,No,Fraudulent Documents,Male,12/20/1968,Yes,California,Fixed Annuity
2022-10-03173,No,Account Takeover,Female,10/6/1952,Yes,Florida,Retirement Plan
2022-10-03177,No,Suspicious Call,Female,5/3/1984,Yes,California,Fixed Annuity
2021-07-02161,No,Unusual/unexplained Activity,Female,10/25/1985,No,Texas,Life Insurance
2022-08-02282,No,Elder Financial Exploitation,Female,7/28/1938,Yes,Iowa,Fixed Annuity
2022-07-02133,No,Suspicious Call,Male,4/9/1940,Yes,New York,Fixed Annuity
2022-01-00070,No,ACH Fraud,Female,4/4/1955,Yes,Indiana,Fixed Annuity
2021-01-00178,No,Unknown Third Party Payment,Male,5/19/1938,Yes,Virginia,Variable Annuity
2021-10-02921,No,Fraudulent Documents,Male,7/28/1960,Yes,California,Life Insurance
2021-10-02921,No,Fraudulent Documents,Female,1/4/1979,Yes,California,Life Insurance
2021-10-02921,No,Fraudulent Documents,Female,2/18/1985,Yes,California,Life Insurance
2021-10-02921,No,Fraudulent Documents,Female,2/1/1981,Yes,California,Life Insurance
2021-11-03406,No,Suspicious Call,Female,10/24/1956,Yes,New York,Fixed Annuity
2022-04-00952,No,Elder Financial Exploitation,Female,7/28/1951,Yes,Florida,Variable Annuity
2022-05-01523,No,Elder Financial Exploitation,Female,9/23/1937,Yes,Florida,Variable Annuity
2022-09-02638,No,Elder Financial Exploitation,Female,6/18/1948,Yes,Ohio,Fixed Annuity
2022-01-00057,No,Fraudulent Documents,Male,7/3/1956,Yes,California,Retirement Plan
2022-11-03520,No,Elder Financial Exploitation,Male,5/4/1947,Yes,Maryland,Retirement Plan
2022-08-02273,No,Fraudulent Patterns,Female,10/13/1942,Yes,Puerto Rico,Fixed Annuity
2021-07-01968,No,Check Fraud,Female,12/30/1968,Yes,Utah,Fixed Annuity
2022-11-03440,No,Fraudulent Patterns,Female,3/17/1946,Yes,Florida,Fixed Annuity
2022-04-01163,No,Producer Misconduct,Female,6/9/1988,Yes,Ohio,Fixed Annuity
2021-07-02029,No,Check Fraud,Male,6/5/1995,Yes,Florida,Variable Annuity
2021-07-02029,No,Check Fraud,Female,7/24/1989,Yes,Florida,Variable Annuity
2022-06-01667,No,ACH Fraud,Male,1/19/1947,Yes,Illinois,Variable Annuity
2022-05-01352,No,Fraudulent Patterns,Male,6/1/1958,Yes,New Jersey,Fixed Annuity
2021-02-00455,No,Suspicious Call,Female,11/11/1961,Yes,Ohio,Fixed Annuity
2022-07-02099,No,Suspicious Call,Male,9/15/1973,Yes,New York,Fixed Annuity
2021-10-03023,No,Elder Financial Exploitation,Female,2/23/1939,Yes,Oregon,Retirement Plan
2022-06-01648,No,Unusual/unexplained Activity,Male,5/15/1969,Yes,Texas,Life Insurance
2022-06-01602,No,Suspicious Call,Female,11/23/1942,Yes,Pennsylvania,Life Insurance
2021-12-03658,No,Account Takeover,Male,12/30/1951,Yes,New York,Fixed Annuity
2022-04-01155,No,Fraudulent Patterns,Male,9/15/1954,Yes,North Carolina,Fixed Annuity
2021-10-02955,No,Elder Financial Exploitation,Female,11/4/1930,Yes,Ohio,Variable Annuity
2021-03-00657,No,Suspicious Call,Female,7/27/1950,Yes,New York,Variable Annuity
2022-12-03654,No,Elder Financial Exploitation,Male,1/7/1934,Yes,New York,Variable Annuity
2022-06-01791,No,Fraudulent Patterns,Female,9/9/1966,Yes,California,Fixed Annuity
2021-09-02759,No,ACH Fraud,Male,10/25/1979,Yes,Texas,Fixed Annuity
2021-02-00550,No,Fraudulent Documents,Male,5/1/1939,Yes,Tennessee,Variable Annuity
2022-01-00185,No,Elder Financial Exploitation,Female,11/20/1955,Yes,California,Retirement Plan
2021-12-03757,No,Elder Financial Exploitation,Male,8/4/1947,Yes,Texas,Fixed Annuity
2021-10-03086,No,Fraudulent Patterns,Female,11/16/1944,Yes,Tennessee,Fixed Annuity
2021-12-03662,No,Money Laundering,Female,11/29/1961,Yes,Texas,Life Insurance
2021-04-01227,No,ACH Fraud,Male,8/19/1969,Yes,California,Retirement Plan
2021-04-01227,No,ACH Fraud,Male,9/25/1968,Yes,California,Retirement Plan
2021-04-01227,No,ACH Fraud,Female,9/29/1961,Yes,California,Retirement Plan
2021-04-01227,No,ACH Fraud,Male,4/9/1990,Yes,California,Retirement Plan
2021-04-01227,No,ACH Fraud,Male,5/5/1950,Yes,California,Retirement Plan
2021-04-01227,No,ACH Fraud,Male,5/15/1973,Yes,California,Retirement Plan
2021-04-01227,No,ACH Fraud,Male,12/21/1991,Yes,California,Retirement Plan
2021-04-01227,No,ACH Fraud,Male,3/28/1955,Yes,California,Retirement Plan
2021-04-01227,No,ACH Fraud,Male,2/23/1974,Yes,California,Retirement Plan
2022-09-02859,No,Fraudulent Patterns,Female,12/30/1967,Yes,Illinois,Fixed Annuity
2021-10-02928,No,Suspicious Call,Female,8/31/1941,Yes,Florida,Fixed Annuity
2022-08-02504,No,Fraudulent Patterns,Male,2/25/1963,Yes,Pennsylvania,Retirement Plan
2021-02-00538,No,Unusual/unexplained Activity,Male,9/1/1993,Yes,Florida,Fixed Annuity
2021-02-00301,No,Unusual/unexplained Activity,Female,10/19/1985,No,District of Columbia,Life Insurance
2022-08-02210,No,Identity Theft,Female,12/26/1953,Yes,Washington,Fixed Annuity
2022-05-01335,No,Suspicious Call,Female,11/8/1962,Yes,Maryland,Fixed Annuity
2022-05-01488,No,Elder Financial Exploitation,Female,8/9/1931,Yes,California,Variable Annuity
2021-06-01856,No,Unusual/unexplained Activity,Male,8/17/1988,Yes,Tennessee,Life Insurance
2022-03-00751,No,Elder Financial Exploitation,Female,12/31/1932,Yes,Massachusetts,Fixed Annuity
2022-07-02002,No,ACH Fraud,Male,9/3/1963,Yes,New York,Retirement Plan
2021-06-01839,No,Unusual/unexplained Activity,Male,12/1/1969,No,California,Life Insurance
2022-10-02955,No,Money Laundering,Female,10/5/1974,Yes,Pennsylvania,Retirement Plan
2022-06-01901,No,Suspicious Call,Male,5/18/1989,Yes,Delaware,Life Insurance
2022-11-03257,No,Producer Misconduct,Male,4/21/1989,Yes,California,Life Insurance
2022-11-03257,No,Producer Misconduct,Female,10/19/1980,Yes,California,Life Insurance
2022-11-03257,No,Producer Misconduct,Male,9/5/1984,Yes,California,Life Insurance
2022-11-03257,No,Producer Misconduct,Female,3/11/1978,Yes,California,Life Insurance
2022-11-03257,No,Producer Misconduct,Female,4/28/1970,Yes,California,Life Insurance
2022-11-03257,No,Producer Misconduct,Male,11/18/1986,Yes,California,Life Insurance
2022-11-03257,No,Producer Misconduct,Female,1/27/1961,Yes,California,Life Insurance
2022-11-03257,No,Producer Misconduct,Female,1/2/1986,Yes,California,Life Insurance
2022-11-03257,No,Producer Misconduct,Male,7/20/1978,Yes,California,Life Insurance
2022-11-03416,No,Fraudulent Patterns,Male,3/14/1969,Yes,Texas,Fixed Annuity
2022-05-01475,No,Check Fraud,Male,1/1/1984,Yes,Washington,Fixed Annuity
2021-12-03792,Yes,Elder Financial Exploitation,Female,6/14/1930,Yes,California,Variable Annuity
2022-09-02657,No,Elder Financial Exploitation,Female,9/6/1932,Yes,California,Fixed Annuity
2022-11-03522,No,Identity Theft,Male,11/20/1959,Yes,Florida,Fixed Annuity
2021-03-00659,No,Suspicious Call,Female,7/31/1937,Yes,Oklahoma,Fixed Annuity
2022-10-03022,No,Money Laundering,Female,8/9/1947,Yes,Arizona,Fixed Annuity
2021-06-01817,No,Identity Theft,Female,1/12/1947,Yes,Maryland,Retirement Plan
2022-05-01392,No,Check Fraud,Male,8/27/1986,Yes,Ohio,Fixed Annuity
2022-09-02913,No,Fraudulent Documents,Male,4/1/1964,Yes,Wisconsin,Fixed Annuity
2021-11-03168,No,Producer Misconduct,Female,3/9/1947,Yes,Connecticut,Fixed Annuity
2021-06-01807,No,Fraudulent Patterns,Male,12/16/1960,Yes,Arizona,Fixed Annuity
2022-12-03697,No,Money Laundering,Female,1/13/1940,Yes,New Jersey,Fixed Annuity
2021-12-03640,No,Suspicious Call,Male,4/20/1973,Yes,Georgia,Fixed Annuity
2021-11-03477,No,Check Fraud,Female,9/28/1951,Yes,California,Retirement Plan
2021-11-03305,No,Unknown Source of Funds,Male,10/22/1957,Yes,California,Fixed Annuity
2021-11-03305,No,Unknown Source of Funds,Male,4/14/1973,Yes,California,Fixed Annuity
2021-11-03305,No,Unknown Source of Funds,Male,4/26/1945,Yes,California,Fixed Annuity
2021-11-03305,No,Unknown Source of Funds,Male,8/27/1979,Yes,California,Fixed Annuity
2021-11-03305,No,Unknown Source of Funds,Female,9/10/1938,Yes,California,Fixed Annuity
2022-06-01721,No,Suspicious Call,Female,5/27/1940,Yes,Pennsylvania,Fixed Annuity
2022-01-00001,No,Suspicious Call,Female,1/3/1980,Yes,Ohio,Fixed Annuity
2022-01-00186,No,Fraudulent Patterns,Female,3/2/1942,Yes,New York,Fixed Annuity
2021-11-03362,No,Account Takeover,Male,6/3/1958,Yes,California,Retirement Plan
2022-04-00929,No,Unusual/unexplained Activity,Male,8/11/1958,Yes,New Jersey,Retirement Plan
2021-06-01647,No,ACH Fraud,Female,11/8/1945,Yes,Texas,Variable Annuity
2021-06-01647,No,ACH Fraud,Female,7/26/1968,Yes,Texas,Variable Annuity
2022-11-03388,No,Fraudulent Patterns,Female,9/13/1962,Yes,Arkansas,Fixed Annuity
2021-12-03708,No,Account Takeover,Female,6/19/1989,Yes,Ohio,Retirement Plan
2021-12-03708,No,Account Takeover,Male,2/14/1980,Yes,Ohio,Retirement Plan
2021-12-03708,No,Account Takeover,Female,12/26/1989,Yes,Ohio,Retirement Plan
2022-04-01184,No,Unknown Source of Funds,Male,3/24/1988,Yes,Georgia,Life Insurance
2022-08-02341,No,ACH Fraud,Female,1/10/1971,Yes,California,Retirement Plan
2021-06-01757,No,Money Laundering,Male,2/3/1972,Yes,Hawaii,Retirement Plan
2021-12-03624,No,Producer Misconduct,Male,3/19/1987,Yes,Alabama,Fixed Annuity
2021-12-03485,No,Unusual/unexplained Activity,Male,10/24/1932,Yes,Texas,Variable Annuity
2021-12-03485,No,Unusual/unexplained Activity,Male,5/13/1960,Yes,Texas,Variable Annuity
2022-08-02217,No,Unknown Source of Funds,Female,11/25/1978,No,Minnesota,Life Insurance
2022-04-01153,No,Suspicious Call,Male,5/6/1957,Yes,New York,Fixed Annuity
2021-12-03493,No,Producer Misconduct,Male,12/28/1949,Yes,Indiana,Fixed Annuity
2021-12-03493,No,Producer Misconduct,Female,1/26/1953,Yes,Indiana,Fixed Annuity
2021-12-03493,No,Producer Misconduct,Female,1/17/1969,Yes,Indiana,Fixed Annuity
2021-12-03493,No,Producer Misconduct,Male,11/1/1944,Yes,Indiana,Fixed Annuity
2021-12-03493,No,Producer Misconduct,Female,12/11/1950,Yes,Indiana,Fixed Annuity
2021-12-03493,No,Producer Misconduct,Male,3/27/1950,Yes,Indiana,Fixed Annuity
2021-12-03493,No,Producer Misconduct,Male,6/9/1963,Yes,Indiana,Fixed Annuity
2021-12-03493,No,Producer Misconduct,Male,11/14/1958,Yes,Indiana,Fixed Annuity
2021-12-03493,No,Producer Misconduct,Male,4/25/1950,Yes,Indiana,Fixed Annuity
2021-12-03493,No,Producer Misconduct,Male,9/2/1963,Yes,Indiana,Fixed Annuity
2021-12-03493,No,Producer Misconduct,Female,10/6/1963,Yes,Indiana,Fixed Annuity
2021-12-03493,No,Producer Misconduct,Male,7/29/1953,Yes,Indiana,Fixed Annuity
2021-12-03493,No,Producer Misconduct,Male,4/6/1952,Yes,Indiana,Fixed Annuity
2021-12-03493,No,Producer Misconduct,Female,8/8/1976,Yes,Indiana,Fixed Annuity
2021-12-03493,No,Producer Misconduct,Female,4/8/1960,Yes,Indiana,Fixed Annuity
2021-12-03493,No,Producer Misconduct,Female,4/27/1953,Yes,Indiana,Fixed Annuity
2021-12-03493,No,Producer Misconduct,Female,7/23/1958,Yes,Indiana,Fixed Annuity
2021-12-03493,No,Producer Misconduct,Female,4/24/1948,Yes,Indiana,Fixed Annuity
2021-12-03493,No,Producer Misconduct,Male,6/29/1955,Yes,Indiana,Fixed Annuity
2021-12-03493,No,Producer Misconduct,Female,8/14/1967,Yes,Indiana,Fixed Annuity
2021-01-00197,No,Suspicious Call,Female,7/13/1939,No,New York,Fixed Annuity
2022-11-03278,No,Account Takeover,Male,9/10/1987,Yes,Ohio,Fixed Annuity
2021-10-03046,No,Fraudulent Patterns,Male,9/8/1959,Yes,Virginia,Retirement Plan
2021-04-00990,No,Elder Financial Exploitation,Female,9/11/1946,Yes,Maryland,Retirement Plan
2022-02-00344,No,Elder Financial Exploitation,Female,5/22/1945,Yes,Delaware,Fixed Annuity
2021-04-01025,No,Check Fraud,Male,6/5/1995,Yes,Florida,Fixed Annuity
2022-11-03481,No,Unusual/unexplained Activity,Male,9/20/1943,Yes,Oregon,Fixed Annuity
2021-09-02601,No,Unusual/unexplained Activity,Male,10/15/1964,Yes,Hawaii,Variable Annuity
2022-08-02265,No,Producer Misconduct,Female,6/9/1988,Yes,Alabama,Life Insurance
2022-08-02265,No,Producer Misconduct,Male,11/8/1943,Yes,Alabama,Life Insurance
2022-08-02265,No,Producer Misconduct,Female,1/11/1979,Yes,Alabama,Life Insurance
2022-08-02265,No,Producer Misconduct,Female,4/8/1968,Yes,Alabama,Life Insurance
2022-08-02265,No,Producer Misconduct,Male,3/29/1959,Yes,Alabama,Life Insurance
2022-08-02265,No,Producer Misconduct,Female,9/13/1959,Yes,Alabama,Life Insurance
2022-08-02265,No,Producer Misconduct,Female,9/18/1977,Yes,Alabama,Life Insurance
2022-08-02265,No,Producer Misconduct,Female,1/10/1961,Yes,Alabama,Life Insurance
2022-08-02265,No,Producer Misconduct,Female,7/29/1971,Yes,Alabama,Life Insurance
2022-08-02265,No,Producer Misconduct,Female,4/14/1972,Yes,Alabama,Life Insurance
2021-11-03391,No,ACH Fraud,Female,11/22/1947,Yes,Oklahoma,Fixed Annuity
2021-04-01240,No,Unusual/unexplained Activity,Female,10/7/1945,Yes,Texas,Variable Annuity
2022-11-03499,No,Account Takeover,Male,8/2/1939,Yes,Oregon,Fixed Annuity
2022-01-00215,No,Fraudulent Patterns,Female,4/17/1968,Yes,Texas,Fixed Annuity
2022-01-00215,No,Fraudulent Patterns,Male,4/14/1965,Yes,Texas,Fixed Annuity
2022-06-01666,No,Account Takeover,Female,2/9/1957,Yes,California,Mutual Fund
2021-02-00389,No,ACH Fraud,Male,4/8/1934,Yes,California,Fixed Annuity
2022-01-00064,No,Elder Financial Exploitation,Female,4/8/1949,Yes,Kentucky,Variable Annuity
2022-11-03495,No,Elder Financial Exploitation,Female,8/27/1950,Yes,New York,Fixed Annuity
2021-01-00179,No,Unusual/unexplained Activity,Male,10/6/1959,Yes,New York,Variable Annuity
2021-07-02030,No,Fraudulent Documents,Female,2/21/1964,Yes,California,Retirement Plan
2022-05-01550,No,Fraudulent Patterns,Male,10/20/1961,Yes,Minnesota,Fixed Annuity
2021-09-02735,No,Unknown Source of Funds,Female,2/21/1963,Yes,California,Life Insurance
2021-09-02735,No,Unknown Source of Funds,Male,3/29/1958,Yes,California,Life Insurance
2021-09-02735,No,Unknown Source of Funds,Male,8/1/1966,Yes,California,Life Insurance
2021-09-02735,No,Unknown Source of Funds,Female,6/24/1971,Yes,California,Life Insurance
2021-09-02735,No,Unknown Source of Funds,Male,7/7/1998,Yes,California,Life Insurance
2021-09-02735,No,Unknown Source of Funds,Female,4/27/1993,Yes,California,Life Insurance
2021-09-02735,No,Unknown Source of Funds,Male,6/27/1969,Yes,California,Life Insurance
2021-04-01024,No,Money Laundering,Male,8/28/1955,Yes,Minnesota,Life Insurance
2021-04-01024,No,Money Laundering,Female,1/25/1981,Yes,Minnesota,Life Insurance
2022-09-02709,No,Money Laundering,Female,5/5/1960,Yes,California,Fixed Annuity
2022-09-02709,No,Money Laundering,Male,12/1/1957,Yes,California,Fixed Annuity
2021-01-00046,No,ACH Fraud,Female,8/31/1953,Yes,Florida,Retirement Plan
2022-05-01274,No,Suspicious Call,Female,12/29/1964,Yes,Florida,Fixed Annuity
2021-02-00394,No,Suspicious Call,Male,12/10/1957,Yes,Colorado,Fixed Annuity
2021-10-02976,No,Money Laundering,Female,7/19/1960,Yes,California,Fixed Annuity
2021-02-00562,No,Suspicious Call,Female,4/14/1965,Yes,California,Fixed Annuity
2021-06-01628,No,Elder Financial Exploitation,Male,3/2/1938,Yes,Colorado,Retirement Plan
2022-12-03857,No,Fraudulent Documents,Female,5/16/1949,Yes,Maryland,Retirement Plan
2021-10-03096,No,Fraudulent Patterns,Male,5/18/1963,Yes,Ohio,Retirement Plan
2022-06-01759,No,Fraudulent Patterns,Male,5/14/1957,Yes,Florida,Retirement Plan
2021-09-02766,No,Suspicious Call,Male,9/29/1935,Yes,New Jersey,Retirement Plan
2021-11-03263,No,Unusual/unexplained Activity,Female,2/14/1966,Yes,Florida,Life Insurance
2021-10-03136,No,Fraudulent Patterns,Male,12/11/1955,Yes,Oklahoma,Retirement Plan
2021-06-01818,No,Unusual/unexplained Activity,Female,6/12/1951,Yes,Delaware,Retirement Plan
2021-06-01818,No,Unusual/unexplained Activity,Female,4/12/1952,Yes,Puerto Rico,Retirement Plan
2022-12-03741,No,Fraudulent Documents,Female,11/12/1960,Yes,Florida,Retirement Plan
2022-03-00727,No,Elder Financial Exploitation,Female,7/23/1940,Yes,Florida,Fixed Annuity
2022-03-00727,No,Elder Financial Exploitation,Male,3/19/1943,Yes,Florida,Fixed Annuity
2022-04-01022,No,Elder Financial Exploitation,Male,6/19/1943,Yes,Pennsylvania,Variable Annuity
2022-04-01010,No,Fraudulent Documents,Male,5/14/1936,Yes,Pennsylvania,Fixed Annuity
2022-06-01804,No,Suspicious Call,Female,6/10/1959,Yes,Ohio,Retirement Plan
2021-02-00566,No,Fraudulent Patterns,Male,4/1/1949,Yes,New Jersey,Retirement Plan
2021-01-00105,No,Account Takeover,Female,6/29/1960,No,Nevada,Retirement Plan
